"","record","uuid","date","markers","status","D1","D2","H1","H2","vlist","qtime","vos","vosr15oe","vbrowser","vbrowserr15oe","vmobiledevice","vmobileos","start_date","testing","decLang","list","userAgent","dcua","session","source","url","HidQTest","QRACE","QRACEr5oe","S2","H3","H3A","R1","D103","H5","D109","D110","H4","T1","H1A","H5A","Z1","D111","D107","AGE2","EDU2","nweight","Q1","Q2","Q3","Q4","Q5","F1r1","F1r2","F1r3","F1r4","F1r5","F1r6","Q6","Q7r1","Q7r2","Q7r3","Q7r4","Q8","Q8r10oe","Q9","Q10","Q11r1","Q11r2","Q11r3","Q11r4","Q11r5","Q12","Q12X","Q13","Q14r1","Q14r2","Q14r3","Q14r4","Q14r5","Q14r6","Q14r7","Q14r8","Q15","Q16r1","Q16r2","Q16r3","Q16r4","Q16r5","Q16r6","Q16r7","Q16r8","Q17","Q17X","Q18r1","Q18r2","Q18r3","Q18r4","Q18r5","Q18r6","Q19","Q20r1","Q20r2","Q20r3","Q20r4","Q20r5","Q21r1","Q21r2","Q21r3","Q21r4","Q22","Q23","Q24r1","Q24r2","D101","conditionsmarker_Q18B","conditionsmarker_Q18A","PID"
"917",736,"329ugyaujx4xsq51","11/13/2018 16:00","/TOTAL/CINT,/Gender/xJAGz,/Age/s5vPn,/GenderAge/EQkiw,/Race/FIYZ",3,2,66,4,4,1,471.69,5,"",3,"",5,6,"11/13/2018 15:52","","","114","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","..","55hgm68nm7vak755","","/survey/selfserve/53d/181153?state=0adfbf7c1e8482dcfe6e6f3a82c76f2cb78fb3beQ0012STD0000043f",3,1,"",14,3,2,1,8,3,6,2,2,4,8,5,"60060",2,1,4,4,1.95,5,2,2,2,2,4,3,2,4,2,4,4,4,4,4,4,3,"",4,3,1,1,1,1,1,1,2,4,1,1,4,1,4,4,4,1,2,4,3,2,3,1,2,1,1,1,2,NA,1,2,1,1,1,5,4,3,3,4,3,3,3,3,4,1,1,1,4,7,1,0,"9d99b172-ff1b-5ca0-ae8b-87b2e5766baa"
"918",1196,"6230yhbsen3krztf","11/13/2018 17:01","/TOTAL/CINT,/Gender/xJAGz,/Age/s5vPn,/GenderAge/EQkiw,/Race/FIYZ",3,2,66,4,4,1,611.45,14,"",10,"",1,2,"11/13/2018 16:51","","","114","Mozilla/5.0 (Linux; Android 6.0.1; SM-G900R4 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","evpjfqygu1pnp5tb","","/survey/selfserve/53d/181153?state=2e6b065d24b32c7af3faddf96b91396f99cc5d14Q0034AJB00000472",3,1,"",50,3,2,1,7,3,6,1,2,4,8,5,"53718",1,2,4,4,1.95,5,1,1,5,3,3,4,2,4,1,4,4,3,4,4,4,6,"",4,2,1,1,1,1,1,1,2,3,1,1,1,1,1,1,3,1,3,4,4,2,3,1,1,1,4,1,1,1,NA,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,4,7,0,1,"8a9305eb-a0f8-2ada-9912-33b8d7b0b737"
"919",1018,"w51a5xyzxjk5g1bf","11/13/2018 16:12","/TOTAL/CINT,/Gender/yaxdo,/Age/xZE0a,/GenderAge/sQTTp,/Race/FIYZ",3,1,46,2,3,1,338.89,12,"",11,"",3,1,"11/13/2018 16:07","","","114","Mozilla/5.0 (iPad; CPU OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1","ti","x5uzavv6gp7me4hq","","/survey/selfserve/53d/181153?state=9d701f8483ffdab8a430d4eddbe01d5e79a0f4d5Q002GK7V00000459",3,1,"",27,8,4,1,5,2,8,4,1,4,2,6,"59912",4,1,3,3,1.96,1,3,4,1,1,1,2,4,2,4,1,1,1,2,2,2,1,"",2,4,4,4,4,4,4,1,1,2,2,2,2,2,2,2,2,2,2,1,1,4,1,3,3,2,2,4,4,NA,2,1,2,2,2,4,1,2,1,1,2,2,2,2,2,4,2,4,1,1,1,0,"7f63f8e4-e3f3-9e2a-571d-ce482369333d"
"920",259,"5r7cy0x19w2jj089","11/13/2018 15:55","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,52,3,3,1,651.23,14,"",10,"",1,2,"11/13/2018 15:44","","","114","Mozilla/5.0 (Linux; Android 8.0.0; SM-N950U Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","wu6zrus7yrezf4uq","","/survey/selfserve/53d/181153?state=7faa5423e7ac4611df5a86bd880cc29ff934d4f1Q000BJS0000004a4",3,1,"",43,6,3,1,4,2,8,5,1,4,3,6,"37191",5,3,3,3,1.97,2,2,4,2,1,1,2,4,2,4,1,2,2,1,2,2,1,"",2,4,3,2,4,2,3,1,1,2,4,4,4,4,4,4,4,4,2,1,1,4,1,3,3,2,2,3,3,2,NA,2,2,2,2,4,2,2,2,1,2,3,5,5,2,4,2,3,1,1,0,1,"8b141a6e-9b5f-fcfb-2397-2c3f327e50be"
"921",780,"58ydzxk7np3argcx","11/13/2018 16:03","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,54,3,4,1,604.03,4,"",2,"",5,6,"11/13/2018 15:53","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","..","kpn7qj7t98e3cxnu","","/survey/selfserve/53d/181153?state=653774bfa0d6bc0f39636736201817b766c2d406Q00196S10000043b",3,1,"",44,7,3,1,5,2,7,5,1,4,3,6,"76528",5,3,3,3,1.97,1,3,3,1,1,1,2,4,2,4,1,1,1,1,1,1,1,"",2,4,2,3,4,2,2,2,NA,1,2,2,2,2,2,2,2,2,1,1,2,5,5,3,4,2,4,3,4,NA,2,2,2,2,2,4,1,4,1,1,1,1,2,2,1,4,3,3,2,7,1,0,"61eba9d7-53dd-5a94-dc2e-9fc0aed24200"
"922",16,"55jp9prqvznxnzce","11/13/2018 14:28","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,54,3,4,1,428.07,4,"",12,"",5,6,"11/13/2018 14:22","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0","..","jczr3v50drkd95pf","","/survey/selfserve/53d/181153?state=38e141ba5d3716f758379ee09bafa1e14869b175Q00008RN0000041e",3,1,"",50,3,2,1,4,2,8,5,1,4,7,6,"53208",4,2,3,3,1.98,1,3,3,1,1,1,1,4,6,6,1,1,1,1,1,1,1,"",1,4,1,1,4,1,4,1,1,3,3,3,3,3,2,2,2,2,4,1,1,4,1,4,4,2,5,2,3,1,NA,2,1,2,1,4,1,3,2,1,2,2,5,5,2,4,2,5,5,1,0,1,"b605b95d-19ae-065a-33a4-8f2e85d3f387"
"923",307,"subqyr2q2u7n946a","11/13/2018 15:57","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,42,2,3,1,648.31,5,"",10,"",5,6,"11/13/2018 15:46","","","114","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","3e0w71bsweu11dvf","","/survey/selfserve/53d/181153?state=5df14a0e4d9ddbe7dd20f549c763fc186636491dQ000EK3R00000405",3,1,"",44,7,3,1,4,2,7,3,3,4,6,6,"76016",3,1,2,3,1.98,5,3,5,3,1,4,3,4,5,5,4,3,1,2,2,2,11,"",2,3,1,2,2,2,3,2,NA,4,4,4,4,4,4,3,4,4,3,2,1,4,1,2,3,1,2,2,3,NA,1,2,1,2,2,5,1,5,5,1,1,2,2,2,2,3,5,5,5,1,1,0,"1ba27b3f-28ed-9e5b-95c6-4d89f3e8fcef"
"924",752,"v2gmd0d6dzkp536c","11/13/2018 16:06","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,62,3,4,1,816.03,4,"",10,"",5,6,"11/13/2018 15:53","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36","..","1rcey21yfcc955tt","","/survey/selfserve/53d/181153?state=6f0f6012ba961cb830b5f2dd7cea75a4f8b41833Q00143QT00000438",3,1,"",23,3,2,1,3,2,9,5,1,4,7,6,"48042",5,1,3,2,1.98,2,2,3,2,1,1,2,4,2,4,1,1,1,1,1,1,1,"",2,4,2,2,3,2,3,2,NA,2,2,2,2,3,2,2,2,2,3,1,1,4,2,4,4,2,2,4,4,2,NA,1,2,2,1,4,1,1,1,1,1,1,1,1,1,4,4,4,2,1,0,1,"28707191-c32e-83cb-4768-475bcc20d04b"
"925",588,"gjkt9snt6g23duud","11/13/2018 16:00","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,62,3,4,1,632.65,5,"",10,"",5,6,"11/13/2018 15:49","","","114","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36","..","4f4ckc5k6cejhv4p","","/survey/selfserve/53d/181153?state=973c97a9bfa908d28f37b29910a66b3d40eb8e44Q000OR5R00000402",3,1,"",33,2,1,1,4,2,7,2,2,4,7,6,"11010",3,1,3,3,1.99,4,2,2,2,2,4,3,3,3,2,4,4,3,4,3,4,9,"",3,2,1,1,2,3,2,1,2,3,1,1,1,1,1,1,1,1,4,2,3,3,2,3,2,2,3,2,2,1,NA,1,1,1,1,1,4,1,4,4,3,3,4,4,4,1,2,1,4,7,0,1,"a62e6161-47af-88d9-1998-57057485d7b0"
"926",867,"v6fqxua9b1ecza3b","11/13/2018 16:03","/TOTAL/CINT,/Gender/yaxdo,/Age/xZE0a,/GenderAge/sQTTp,/Race/FIYZ",3,1,37,2,2,1,444.6,4,"",10,"",5,6,"11/13/2018 15:56","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","60enuqpzqpdhn5wh","","/survey/selfserve/53d/181153?state=dd5e7d9bd329ffd687836a0aa325fe5376749408Q001JYZX00000443",3,1,"",14,3,2,1,8,3,9,3,3,4,2,6,"60626",3,2,2,4,1.99,3,5,2,2,1,4,3,4,4,4,3,2,2,2,3,3,11,"",4,4,1,2,2,2,4,1,1,2,1,1,1,1,2,3,4,2,3,3,2,2,3,1,2,1,2,1,1,2,NA,1,1,1,1,5,5,3,2,2,3,5,3,3,3,2,1,5,3,1,0,1,"aae3f358-0d9f-03d9-d4a1-c5c82b72998f"
"927",1033,"fwyjfazd5dxupg49","11/13/2018 16:21","/TOTAL/CINT,/Gender/yaxdo,/Age/ySjbx,/GenderAge/k73Ap,/Race/yxIn",3,1,26,1,2,1,777.69,14,"",10,"",1,2,"11/13/2018 16:08","","","114","Mozilla/5.0 (Linux; Android 6.0.1; LGLS676) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36","sa","61f731w7e2chkwvs","","/survey/selfserve/53d/181153?state=3389f3033cf1be730640d243cf06b24dafa8448aQ002JPCS00000479",3,3,"",6,8,4,1,5,2,5,3,3,4,1,4,"80204",5,3,1,3,2,3,3,2,3,2,2,3,2,3,2,4,3,2,2,3,3,7,"",3,2,2,1,3,3,2,2,NA,4,3,1,1,4,3,1,1,1,3,4,1,4,2,3,1,3,1,2,5,1,NA,1,2,1,2,1,4,4,2,1,3,5,2,4,2,1,2,3,1,1,0,1,"7d7bf04a-5a0f-9634-4fb3-c650f19d4a9a"
"928",966,"tqe451h64rw4853t","11/13/2018 16:12","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,59,3,4,1,730.95,3,"",3,"",5,6,"11/13/2018 16:00","","","114","Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; rv:11.0) like Gecko","..","v097qejz99x1hqsb","","/survey/selfserve/53d/181153?state=3251971429005dadec5bb89a41ce0c043898c9fbQ0026FEV00000458",3,1,"",10,5,3,1,3,2,9,1,2,4,3,6,"33069",1,2,3,2,2.01,5,2,1,2,2,4,4,1,4,1,4,4,4,4,4,4,7,"",4,1,1,1,1,1,1,1,3,6,1,1,1,1,1,1,1,1,4,4,4,1,4,1,1,1,1,2,2,1,NA,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,4,1,4,2,0,1,"0f469506-eb04-6e8d-71ff-a36df830e3da"
"929",177,"b5vyzd1qpswnc0n8","11/13/2018 15:50","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,53,3,3,1,685.01,12,"",11,"",1,1,"11/13/2018 15:39","","","114","Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1","si","cbn1b9w769cdg7jt","","/survey/selfserve/53d/181153?state=4da001708730ec7d22831a2b6fe4746dee5b0dd3Q0004Y4X0000045e",3,1,"",23,3,2,1,4,2,8,2,2,4,7,6,"48162",3,1,3,3,2.02,4,5,3,2,1,6,6,6,6,6,3,3,3,3,3,3,7,"",3,3,2,1,1,1,1,1,2,6,3,3,3,3,3,3,3,3,4,1,1,4,1,1,3,4,5,1,2,2,NA,1,1,2,2,6,4,4,4,5,4,4,4,4,4,5,5,2,3,6,0,1,"71988d09-7498-916e-aff0-bbb38280fdde"
"930",1224,"6szkejqs2mg9hh3h","11/13/2018 17:01","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,51,3,3,1,480.03,12,"",11,"",1,1,"11/13/2018 16:54","","","114","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1","si","h46ayh1byc77p5xe","","/survey/selfserve/53d/181153?state=7bc02e28effd897464d219506b91bc5ae0f106a7Q0035C1000000464",3,1,"",14,3,2,1,4,2,9,1,2,4,7,6,"60462",1,1,3,3,2.02,5,4,2,4,3,4,4,1,4,1,4,4,4,4,4,4,10,"beto orourke",4,4,1,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,4,4,4,1,5,1,1,1,1,1,1,NA,1,2,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,4,2,1,0,"63fee475-7be1-d601-f48c-d2d5d70fada6"
"931",428,"jugsfbz3ry8n5afy","11/13/2018 15:56","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/fTc5",3,2,60,3,4,1,539.82,4,"",10,"",5,6,"11/13/2018 15:47","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","r4bbwn1rsdkbk5bt","","/survey/selfserve/53d/181153?state=5051510faf70186e4f7739db357c41f939b61c9aQ000HR7H0000042d",3,2,"",47,5,3,1,8,3,8,1,2,4,7,6,"23323",1,1,3,4,2.03,5,2,1,4,3,4,4,1,4,2,4,4,4,4,4,3,5,"",4,1,1,1,1,1,1,1,2,3,1,1,1,1,1,4,1,1,4,1,1,2,4,1,1,1,2,1,2,NA,1,2,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,4,2,1,0,"8fc47529-1ab2-9e58-f3d0-43ef169bcef1"
"932",463,"kubmfednaw5wtyq6","11/13/2018 16:03","/TOTAL/CINT,/Gender/xJAGz,/Age/s5vPn,/GenderAge/EQkiw,/Race/FIYZ",3,2,70,4,4,1,911.35,4,"",2,"",5,6,"11/13/2018 15:48","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","..","4z4e5jcv3xg2wtyg","","/survey/selfserve/53d/181153?state=a771cca789eec3c578ed74622b3bb08b1d397c2eQ000IY7U00000438",3,1,"",3,8,4,1,8,3,4,3,3,4,8,3,"85739",2,1,4,4,2.04,3,1,2,2,2,3,2,2,3,2,4,3,2,4,4,3,11,"",3,2,1,1,2,1,1,1,2,3,3,3,3,3,3,3,3,3,4,5,5,1,5,1,1,1,1,1,1,1,NA,1,1,2,1,6,4,4,4,4,4,3,3,3,3,1,2,1,4,7,0,1,"5de1b60d-fdc7-5de9-d6f4-80cafdc314df"
"933",972,"v8a2h3pr157k2p70","11/13/2018 16:09","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/rKjB",3,1,58,3,4,1,498.35,5,"",10,"",5,6,"11/13/2018 16:01","","","114","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","anqr0u5bc93wcy2e","","/survey/selfserve/53d/181153?state=e55ee809b5574a9ca40011c8c301be9eb26d71b9Q0024CRH00000403",3,4,"",12,9,4,1,4,2,5,5,1,4,3,4,"96813",5,2,3,3,2.04,1,3,5,1,1,2,2,4,2,4,1,1,1,1,1,2,1,"",2,4,1,1,2,1,1,2,NA,2,2,2,2,3,2,2,2,2,2,1,1,2,2,3,4,2,3,2,2,2,NA,2,1,2,1,3,1,1,1,1,1,1,1,1,1,4,4,4,1,1,0,1,"2636be13-4959-4681-01ea-881d3aa2ddc6"
"934",975,"dzb8v8kjasmztd0m","11/13/2018 16:10","/TOTAL/CINT,/Gender/yaxdo,/Age/ySjbx,/GenderAge/k73Ap,/Race/yxIn",3,1,33,1,2,1,518.03,4,"",10,"",5,6,"11/13/2018 16:01","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","mbpsvevf2s2h5hhg","","/survey/selfserve/53d/181153?state=9801b2539b6518c1ffe893310a1859d6b8a49e62Q0025KJJ000003fe",3,3,"",44,7,3,1,6,3,7,4,1,4,1,6,"77356",4,1,2,4,2.05,1,2,4,1,1,1,1,4,1,4,1,1,1,1,1,1,1,"",4,3,3,2,3,1,2,1,2,2,4,1,1,1,2,4,2,2,2,1,2,4,1,2,2,1,2,2,3,2,NA,2,2,2,1,5,2,3,3,1,3,3,3,3,5,3,1,5,5,1,0,1,"5459bd91-f211-44e0-6e68-8b724974e648"
"935",1040,"kvj9y2wqep5tssze","11/13/2018 16:16","/TOTAL/CINT,/Gender/yaxdo,/Age/xZE0a,/GenderAge/sQTTp,/Race/FIYZ",3,1,46,2,3,1,466.32,16,"Mozilla/5.0(X11;CrOSaarch6411021.56.0)AppleWebKit/537.36(KHTML,likeGecko)Chrome/70.0.3538.76Safari/537.36",10,"",5,6,"11/13/2018 16:09","","","114","Mozilla/5.0 (X11; CrOS aarch64 11021.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.76 Safari/537.36","..","bwvs246fad1dy0nc","","/survey/selfserve/53d/181153?state=69bea4095e20366a65ba3e41ac068aa681bd7347Q002J9JP0000043a",3,1,"",27,8,4,1,8,3,7,3,3,4,2,6,"59601",5,2,3,4,2.05,1,4,5,1,1,2,4,4,3,4,1,1,1,1,1,1,1,"",3,4,4,4,4,4,4,2,NA,1,2,2,2,4,2,3,4,2,1,1,1,4,1,4,4,4,1,4,4,2,NA,2,2,2,2,4,1,1,1,1,1,1,1,5,1,4,4,4,1,3,0,1,"9b728fa2-ccba-a713-465b-b959a671d872"
"936",761,"nhg9pkzjprbpb0xg","11/13/2018 16:00","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/rKjB",3,2,39,2,3,1,451.99,15,"",10,"",5,6,"11/13/2018 15:53","","","114","Mozilla/5.0 (X11; Fedora; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","..","td1gf3nvzvg63crx","","/survey/selfserve/53d/181153?state=6cbc66e840422d2ca2b2ad2126ccd3ad39a533acQ0015UHT00000405",3,4,"",48,9,4,1,6,3,6,3,3,4,6,5,"99111",3,3,2,4,2.07,2,2,1,1,2,2,2,6,1,1,2,2,1,3,4,2,2,"",2,1,1,3,2,1,2,1,2,3,1,1,3,4,3,3,3,2,2,1,1,4,4,5,4,4,4,3,3,NA,2,2,2,2,1,5,1,1,3,1,3,3,3,5,4,4,4,5,5,1,1,0,"09d4268d-3397-d4b9-e374-10ff5199a754"
"937",1246,"23xt1wwggv0qnpm6","11/13/2018 17:04","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,60,3,4,1,442.11,12,"",11,"",1,1,"11/13/2018 16:57","","","114","Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1","si","zrtfh0t2yvy3c3j6","","/survey/selfserve/53d/181153?state=09b2462db306887ad862dde1fdbc8c01b2d14d98Q0036LKF00000463",3,1,"",47,5,3,1,7,3,9,3,3,4,3,6,"20155",4,1,3,4,2.07,3,4,2,1,1,6,6,6,6,6,6,1,1,2,2,2,11,"",2,2,1,2,2,4,1,1,3,6,3,3,3,4,3,3,3,3,1,3,4,4,3,4,4,2,5,4,4,2,NA,2,2,2,2,6,3,5,2,1,2,2,2,2,2,5,3,4,5,7,0,1,"f2831f3e-aeb5-2e04-89c7-29a8b49cb9ee"
"938",590,"4e5ud7dkysnw9pb1","11/13/2018 15:57","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/FIYZ",3,2,22,1,2,1,500.15,14,"",10,"",1,2,"11/13/2018 15:49","","","114","Mozilla/5.0 (Linux; Android 8.0.0; SM-G935V Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","gd5pex1yaena7u8w","","/survey/selfserve/53d/181153?state=e684aaf49b530413410a985158a27643a3cfefc7Q000PISM00000495",3,1,"",35,4,2,1,4,2,8,3,3,4,5,6,"58103",4,1,1,3,2.09,2,2,2,1,3,3,4,2,2,5,4,3,1,4,3,1,4,"",3,2,3,2,3,2,4,2,NA,4,3,2,1,1,1,2,1,2,3,3,4,2,4,2,2,1,1,2,3,NA,1,1,1,2,2,2,2,1,3,3,1,3,2,3,3,2,2,3,2,8,1,0,"8571fd82-ebf5-1431-467b-cb5a5ae73e52"
"939",340,"fc6d1k3ru0nbrgjh","11/13/2018 15:54","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/rKjB",3,2,29,1,2,1,466.94,12,"",11,"",1,1,"11/13/2018 15:47","","","114","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1","si","tbzwkhj2fmxbwkre","","/survey/selfserve/53d/181153?state=da4c0f6b0f68f849e889a5be6c8819d44f368449Q000ESSV0000045c",3,4,"",10,5,3,1,6,3,10,1,2,4,5,6,"32246",1,2,1,4,2.1,5,4,5,3,3,4,4,1,4,2,4,4,4,4,4,4,5,"",4,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,1,3,3,2,2,2,1,1,1,1,NA,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,1,1,4,1,0,1,"3c7a2db0-bcc4-c858-4d49-1b5128d36860"
"940",306,"uq8g2xzztxta5eyc","11/13/2018 15:55","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/yxIn",3,2,38,2,3,1,526.71,3,"",10,"",5,6,"11/13/2018 15:46","","","114","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","hnfxbe6ku4mkb1he","","/survey/selfserve/53d/181153?state=4cf19e87f234c20ca1910a9fa1e774e638b1307eQ000EF6X00000472",3,3,"",39,2,1,1,6,3,10,2,2,4,6,6,"16803",2,1,2,4,2.1,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,"",3,2,1,2,1,1,2,1,2,3,1,1,1,1,1,1,1,3,3,2,2,1,2,1,1,1,3,2,2,NA,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,2,2,1,3,9,1,0,"e9485cd3-5723-b839-7f2a-6a639f34bc03"
"941",392,"aztb8b3wrxv5x4fg","11/13/2018 15:57","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,52,3,3,1,639.25,12,"",11,"",1,1,"11/13/2018 15:47","","","114","Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1","si","jjx55sv8cd7q54s8","","/survey/selfserve/53d/181153?state=cc55c12c4d6864e42c96a2c5e37e0335223c7098Q000HG9C00000450",3,1,"",22,1,1,1,5,2,7,4,1,4,3,6,"01331",4,3,3,3,2.1,2,3,3,2,3,2,2,3,3,3,2,2,2,2,2,2,1,"",2,3,1,1,2,1,1,1,2,3,4,4,4,4,4,4,4,4,4,2,2,2,3,3,3,2,2,5,5,NA,2,2,1,2,1,5,1,3,1,1,3,1,2,1,2,3,5,5,5,3,1,0,"fd342921-199b-c3f1-03d8-1f1fa19d11f5"
"942",297,"4bv7anpu591w1kqt","11/13/2018 15:58","/TOTAL/CINT,/Gender/yaxdo,/Age/s5vPn,/GenderAge/mh3C3,/Race/FIYZ",3,1,71,4,4,1,742.96,12,"",11,"",3,1,"11/13/2018 15:46","","","114","Mozilla/5.0 (iPad; CPU OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1","ti","8dwmjzjv1defjbjy","","/survey/selfserve/53d/181153?state=0f7874124e6ff93bb698666bcd03d14a6b55b076Q000E2W90000047a",3,1,"",39,2,1,1,3,2,8,5,1,4,4,6,"17042",5,3,4,2,2.1,1,3,4,1,1,1,2,4,1,4,1,1,1,1,1,1,1,"",2,4,4,4,4,4,4,2,NA,2,3,3,2,3,2,2,2,2,4,1,1,4,1,3,4,3,4,2,3,2,NA,2,2,2,1,4,1,4,1,1,2,1,1,2,1,4,4,4,1,7,0,1,"0075e532-2c4c-0197-42cb-d35e255bfce0"
